"","X","Date","TC","TdC","Hr","TmaxC","TminC","ddd","ffkmh","P0hPa","PseahPa","Precmm","Nt","HKm","InsoD1","Viskm"
"1766",176,"2021-07-07 12:00:00",36,22.3,45,NA,NA,"WNW",25.9,983.1,1007.4,"0.0/6h",5,1,NA,10
"1756",175,"2021-07-07 15:00:00",37.8,22.5,41,NA,NA,"W",18.5,980.7,1005,NA,6,2.5,NA,10
"1746",174,"2021-07-07 18:00:00",37,22.5,43,39,NA,"SW",14.8,980.7,1005,"0.0/12h",5,1.5,NA,10
"1736",173,"2021-07-07 21:00:00",34.4,22.7,51,NA,NA,"W",22.2,982.6,1007,NA,5,2.5,NA,10
"1726",172,"2021-07-08 00:00:00",32.4,22.9,57,NA,NA,"W",22.2,983,1007.3,"0.0/6h",5,2.5,NA,10
"17110",171,"2021-07-08 03:00:00",30.4,23.3,66,NA,NA,"W",22.2,983,1007.3,NA,5,2.5,NA,10
"1706",170,"2021-07-08 06:00:00",29.5,22.4,66,NA,28.5,"W",18.5,983.9,1008.3,"0.0/24h",7,2.5,10,10
"1696",169,"2021-07-08 09:00:00",31.4,22.1,58,NA,NA,"S",18.5,986.5,1011,NA,7,1,NA,10
"1686",168,"2021-07-08 12:00:00",34,21.6,48,NA,NA,"E",25.9,986.8,1011.3,"0.0/6h",7,1,NA,3
"1676",167,"2021-07-08 15:00:00",34,21.7,49,NA,NA,"S",25.9,983.2,1007.7,NA,7,2.5,NA,10
"1666",166,"2021-07-08 18:00:00",33.6,21.9,50,35,NA,"SW",25.9,981.9,1006.3,"0.0/12h",6,2.5,NA,10
"1656",165,"2021-07-09 00:00:00",28.4,18.6,55,NA,NA,"S",18.5,986.3,1010.9,"0.0/6h",7,2.5,NA,10
"1646",164,"2021-07-09 03:00:00",27,18.4,59,NA,NA,"SW",18.5,984.5,1009.1,NA,7,2.5,NA,10
"1636",163,"2021-07-09 06:00:00",26.6,19.6,65,NA,25.6,"SW",11.1,986.6,1011.3,"0.0/24h",7,2.5,6.7,10
"1626",162,"2021-07-09 09:00:00",29.5,21.5,62,NA,NA,"WSW",18.5,987,1011.7,NA,7,2.5,NA,10
"16110",161,"2021-07-09 12:00:00",30,20.3,56,NA,NA,"S",11.1,987.1,1012,"0.0/6h",7,0.6,NA,6
"1606",160,"2021-07-09 15:00:00",29.2,21.3,62,NA,NA,"SW",18.5,984.8,1009.6,NA,7,0.6,NA,8
"1596",159,"2021-07-09 18:00:00",29,21,62,30.5,NA,"SW",14.8,984.5,1009.3,"0.0/12h",7,2.5,NA,10
"1586",158,"2021-07-09 21:00:00",27.6,23,76,NA,NA,"ESE",22.2,986.8,1011.6,NA,7,2.5,NA,10
"1576",157,"2021-07-10 00:00:00",27,23.3,80,NA,NA,"ESE",22.2,987.1,1011.9,"0.0/6h",7,2.5,NA,10
"1566",156,"2021-07-10 06:00:00",25.4,21.9,81,NA,25.4,"SW",7.4,986.9,1011.8,"0.0/24h",7,2.5,2.3,10
"1556",155,"2021-07-10 09:00:00",29.5,22.9,68,NA,NA,"WSW",11.1,989,1013.9,NA,7,0.6,NA,10
"1546",154,"2021-07-10 12:00:00",32.8,21.8,52,NA,NA,"WSW",14.8,987.4,1012.1,"0.0/6h",7,0.6,NA,10
"1536",153,"2021-07-10 15:00:00",33.5,21.1,48,NA,NA,"NW",3.7,985.5,1010.3,NA,7,0.6,NA,10
"1526",152,"2021-07-10 18:00:00",28,22.2,71,34,NA,"W",18.5,984.1,1009.1,"0.6/12h",7,0.6,NA,10
"15110",151,"2021-07-10 21:00:00",27.4,22.8,76,NA,NA,"W",14.8,987.6,1012.5,NA,7,0.6,NA,10
"1506",150,"2021-07-11 03:00:00",36,23.4,48,NA,NA,"NW",11.1,987.1,1011.8,NA,8,0.6,NA,10
"1496",149,"2021-07-11 06:00:00",26,23.1,84,NA,25.6,"N",7.4,988.4,1013.4,"0.6/24h",8,0.6,6.7,10
"1486",148,"2021-07-11 09:00:00",23.4,21.3,88,NA,NA,"CAL",0,988.2,1013.4,NA,8,0.6,NA,10
"1476",147,"2021-07-11 12:00:00",28.9,23.2,71,NA,NA,"NNW",14.8,988.1,1013.1,"1.0/6h",7,0.6,NA,10
"1466",146,"2021-07-11 15:00:00",32.6,22.6,56,NA,NA,"WNW",7.4,986.5,1011.3,NA,6,1,NA,10
"1456",145,"2021-07-11 18:00:00",32,22.2,56,33.2,NA,"W",11.1,985.8,1010.6,"1.0/12h",5,0.6,NA,10
"1446",144,"2021-07-11 21:00:00",28.5,25.6,84,NA,NA,"W",7.4,986.8,1011.9,NA,5,2.5,NA,10
"1436",143,"2021-07-12 00:00:00",28.5,19.4,58,NA,NA,"W",7.4,987.2,1012.1,"0.0/6h",5,2.5,NA,10
"1426",142,"2021-07-12 06:00:00",26.9,22.4,76,NA,26.9,"W",7.4,987.1,1011.9,"1.0/24h",5,2.5,4,10
"14110",141,"2021-07-12 09:00:00",31,21.4,57,NA,NA,"W",14.8,988.3,1013.1,NA,5,2.5,NA,10
"1406",140,"2021-07-12 12:00:00",35.5,20.8,42,NA,NA,"WNW",7.4,986.7,1011.2,"0.0/6h",5,2.5,NA,10
"1396",139,"2021-07-12 15:00:00",36.6,20.2,38,NA,NA,"SW",14.8,984.9,1009.4,NA,7,1,NA,10
"1386",138,"2021-07-12 18:00:00",35.2,20.2,42,36.8,NA,"SW",14.8,983.6,1008.1,"0.0/12h",7,1,NA,10
"1376",137,"2021-07-12 21:00:00",34,21.6,48,NA,NA,"W",11.1,985.6,1010.1,NA,7,2.5,NA,10
"1366",136,"2021-07-13 00:00:00",27,21.7,73,NA,NA,"SSW",33.4,988.5,1013.2,"1.0/6h",8,1,NA,4
"1356",135,"2021-07-13 03:00:00",22.5,20.6,89,NA,NA,"S",37.1,989,1013.8,NA,8,1,NA,3.5
"1346",134,"2021-07-13 06:00:00",24,21.5,86,NA,21.5,"W",11.1,985,1009.7,"19.0/24h",8,2.5,10.2,10
"1336",133,"2021-07-13 09:00:00",26.5,21,72,NA,NA,"W",18.5,986.5,1011.2,NA,7,2.5,NA,15
"1326",132,"2021-07-13 15:00:00",31.6,21.2,54,NA,NA,"SW",11.1,984.6,1009.5,NA,7,2.5,NA,15
"13110",131,"2021-07-14 09:00:00",28.5,22,68,NA,NA,"W",25.9,987.4,1012.3,NA,7,0.6,NA,10
"1306",130,"2021-07-14 12:00:00",32,22.2,56,NA,NA,"W",25.9,986.4,1011.1,"0.0/6h",7,0.6,NA,10
"1296",129,"2021-07-14 15:00:00",34,20.9,46,NA,NA,"W",18.5,984.4,1009.2,NA,6,0.6,NA,10
"1286",128,"2021-07-14 18:00:00",33,21.4,51,34,NA,"W",11.1,984.2,1009,"0.0/12h",5,0.6,NA,10
"1276",127,"2021-07-14 21:00:00",31,22.4,60,NA,NA,"W",7.4,985.8,1010.5,NA,5,2.5,NA,10
"1266",126,"2021-07-15 00:00:00",30,22.2,63,NA,NA,"NW",7.4,985.5,1010.1,"0.0/6h",5,2.5,NA,10
"1256",125,"2021-07-15 03:00:00",28.5,22.6,70,NA,NA,"NW",7.4,984.8,1009.3,NA,5,2.5,NA,10
"1246",124,"2021-07-15 06:00:00",27.6,22.4,73,NA,27.4,"NW",11.1,985.4,1010,"0.0/24h",5,2.5,8.7,10
"1236",123,"2021-07-15 09:00:00",30.2,22.7,64,NA,NA,"W",14.8,986.2,1010.9,NA,5,2.5,NA,10
"1226",122,"2021-07-15 12:00:00",37.2,23.8,46,NA,NA,"SW",7.4,975.3,1006.5,"0.0/6h",5,2.5,NA,15
"12110",121,"2021-07-15 15:00:00",36.5,21,41,NA,NA,"SSE",3.7,983.9,1008.3,NA,7,0.6,NA,10
"1206",120,"2021-07-15 18:00:00",35.6,21.5,44,37,NA,"SW",7.4,983.6,1008.1,"0.0/12h",5,0.6,NA,10
"1196",119,"2021-07-16 00:00:00",27.5,23.9,81,NA,NA,"W",18.5,985.6,1010.2,"0.0/6h",6,0.6,NA,10
"1186",118,"2021-07-16 03:00:00",26.8,23.9,84,NA,NA,"SSE",25.9,986.3,1010.9,NA,7,0.6,NA,6
"1176",117,"2021-07-16 06:00:00",26,21.6,77,NA,26,"W",18.5,985,1009.7,"1.0/24h",7,0.6,9.9,10
"1166",116,"2021-07-16 09:00:00",28,21.2,67,NA,NA,"W",11.1,986.8,1011.5,NA,7,2.5,NA,10
"1156",115,"2021-07-16 12:00:00",32,21.2,53,NA,NA,"W",18.5,984.8,1009.5,"1.0/6h",6,2.5,NA,10
"1146",114,"2021-07-16 15:00:00",35.5,20.1,41,NA,NA,"W",14.8,982.7,1007.2,NA,7,2.5,NA,10
"1136",113,"2021-07-16 18:00:00",32.6,22.3,55,35.7,NA,"S",18.5,983.2,1007.9,"1.0/12h",7,2.5,NA,10
"1126",112,"2021-07-16 21:00:00",31,23.9,66,NA,NA,"WSW",14.8,985.1,1009.8,NA,5,2.5,NA,10
"11110",111,"2021-07-17 00:00:00",29.4,22.4,66,NA,NA,"WSW",11.1,985.9,1010.5,"0.0/6h",5,2.5,NA,10
"11010",110,"2021-07-17 03:00:00",28,23,74,NA,NA,"W",14.8,986,1010.6,NA,5,2.5,NA,10
"1096",109,"2021-07-17 06:00:00",27.6,23.3,77,NA,26.5,"W",14.8,987,1011.7,"1.0/24h",7,2.5,6.6,10
"1086",108,"2021-07-17 09:00:00",30,21.8,61,NA,NA,"S",14.8,987.8,1012.5,NA,5,2.5,NA,10
"1076",107,"2021-07-17 15:00:00",34.6,21.3,46,NA,NA,"WSW",22.2,985.2,1009.7,NA,7,1,NA,10
"1066",106,"2021-07-17 18:00:00",32.6,21.6,52,35.4,NA,"W",22.2,985.6,1010.3,"0.0/12h",7,1,NA,10
"1056",105,"2021-07-17 21:00:00",30,21.8,61,NA,NA,"SW",14.8,987.8,1012.5,NA,5,2.5,NA,10
"1046",104,"2021-07-18 00:00:00",29,22.7,69,NA,NA,"SW",18.5,987.8,1011.9,"0.0/6h",5,2.5,NA,10
"1036",103,"2021-07-18 03:00:00",28,22.5,72,NA,NA,"SW",18.5,986.4,1011,NA,5,2.5,NA,10
"1026",102,"2021-07-18 06:00:00",27.5,21.6,70,NA,27,"W",18.5,987.2,1011.9,"0.0/24h",7,1,10.9,10
"10110",101,"2021-07-18 09:00:00",27.2,21.3,70,NA,NA,"S",37.1,990.2,1015.1,NA,8,1,NA,3
"1006",100,"2021-07-18 12:00:00",27.4,20.6,66,NA,NA,"SW",22.2,987.7,1012.6,"0.0/6h",7,0.6,NA,10
"996",99,"2021-07-18 15:00:00",31.5,20.4,52,NA,NA,"W",14.8,984.8,1009.5,NA,6,0.6,NA,10
"986",98,"2021-07-18 18:00:00",31.4,18.7,47,33,NA,"W",14.8,984.1,1008.9,"0.0/12h",5,2.5,NA,10
"976",97,"2021-07-18 21:00:00",30.6,20.6,55,NA,NA,"W",11.1,985.4,1010.2,NA,5,2.5,NA,10
"966",96,"2021-07-19 00:00:00",30,21.5,60,NA,NA,"W",14.8,985.2,1010,"0.0/6h",7,2.5,NA,10
"956",95,"2021-07-19 03:00:00",28.4,22.2,69,NA,NA,"W",14.8,984.1,1008.7,NA,7,0.6,NA,10
"946",94,"2021-07-19 06:00:00",26.4,21.4,74,NA,26,"WNW",14.8,983.7,1008.4,"0.0/24h",7,2.5,5.9,2.5
"936",93,"2021-07-19 09:00:00",30.5,20.9,57,NA,NA,"NW",29.7,983.8,1008.5,NA,6,2.5,NA,2.2
"926",92,"2021-07-19 12:00:00",35.9,18.8,37,NA,NA,"NW",18.5,983.3,1007.8,"0.0/6h",6,2.5,NA,7
"9110",91,"2021-07-19 15:00:00",36.6,18.8,35,NA,NA,"WSW",14.8,982.4,1006.8,NA,7,2.5,NA,8
"906",90,"2021-07-19 18:00:00",35.2,20.6,43,37,NA,"WSW",14.8,982.8,1007.4,"0.0/12h",6,2.5,NA,10
"896",89,"2021-07-19 21:00:00",33.2,21.3,50,NA,NA,"WSW",11.1,984,1008.6,NA,5,2.5,NA,10
"886",88,"2021-07-20 00:00:00",30.6,22.5,62,NA,NA,"W",14.8,985.2,1009.7,"0.0/6h",5,2.5,NA,10
"876",87,"2021-07-20 03:00:00",29.4,23.1,69,NA,NA,"W",18.5,984,1008.5,NA,5,2.5,NA,10
"866",86,"2021-07-20 06:00:00",28.5,21.9,67,NA,28.5,"W",11.1,985.3,1009.9,"0.0/24h",5,2.5,4.9,10
"856",85,"2021-07-20 12:00:00",35,22.2,48,NA,NA,"W",22.2,985.7,1010.2,"0.0/6h",6,1,NA,10
"846",84,"2021-07-20 15:00:00",35.5,21.9,45,NA,NA,"SW",18.5,984.2,1008.6,NA,7,1,NA,10
"836",83,"2021-07-20 18:00:00",34.4,21.4,47,36.4,NA,"SW",22.2,984.5,1009,"0.0/12h",7,1,NA,10
"826",82,"2021-07-20 21:00:00",32.5,21.6,53,NA,NA,"W",14.8,986.8,1011.3,NA,5,2.5,NA,10
"8110",81,"2021-07-21 00:00:00",30.6,21.9,60,NA,NA,"W",14.8,987,1011.5,"0.0/6h",5,2.5,NA,10
"806",80,"2021-07-21 03:00:00",29.4,21.8,64,NA,NA,"W",14.8,985.7,1011.2,NA,6,1,NA,10
"796",79,"2021-07-21 09:00:00",25.5,21.2,77,NA,NA,"N",11.1,990.9,1015.8,NA,7,2.5,NA,10
"786",78,"2021-07-21 12:00:00",27.2,21.8,72,NA,NA,"W",14.8,989.2,1014.1,"4.0/6h",7,1,NA,10
"776",77,"2021-07-21 15:00:00",30.2,19.4,52,NA,NA,"W",14.8,986.6,1012.3,NA,7,2.5,NA,10
"766",76,"2021-07-21 21:00:00",29.2,21.1,62,NA,NA,"WSW",14.8,988.8,1013.8,NA,7,2.5,NA,10
"756",75,"2021-07-22 00:00:00",28,21.6,68,NA,NA,"SW",11.1,988.4,1013.4,"0.0/6h",7,2.5,NA,10
"746",74,"2021-07-22 03:00:00",27.4,22.5,75,NA,NA,"SW",11.1,987.7,1012.5,NA,7,2.5,NA,10
"736",73,"2021-07-22 06:00:00",26.5,22.9,81,NA,26.3,"S",11.1,989.2,1014.1,"0.0/24h",7,2.5,1.6,10
"726",72,"2021-07-22 09:00:00",29.8,22.3,64,NA,NA,"W",22.2,990.1,1014.9,NA,7,0.6,NA,10
"7110",71,"2021-07-22 12:00:00",33,21.4,51,NA,NA,"W",25.9,988.6,1013.3,"0.0/6h",7,0.6,NA,15
"706",70,"2021-07-22 15:00:00",34.6,19.7,42,NA,NA,"W",18.5,985.9,1010.6,NA,7,0.6,NA,10
"696",69,"2021-07-22 18:00:00",34.5,19.7,42,35,NA,"W",14.8,985.3,1010,"0.0/12h",7,0.6,NA,10
"686",68,"2021-07-22 21:00:00",30.5,22,60,NA,NA,"NNW",11.1,986.9,1011.6,NA,5,2.5,NA,10
"676",67,"2021-07-23 00:00:00",30.5,22,60,NA,NA,"W",11.1,987.6,1012.2,"0.0/6h",7,0.6,NA,10
"666",66,"2021-07-23 03:00:00",28.8,21.8,66,NA,NA,"W",14.8,986.3,1010.8,NA,7,0.6,NA,10
"656",65,"2021-07-23 06:00:00",23,21.2,90,NA,22.5,"WSW",14.8,988,1012.8,"24.0/24h",8,0.6,8.1,6
"646",64,"2021-07-23 09:00:00",23.2,21.4,90,NA,NA,"WSW",11.1,989.1,1014.2,NA,8,0.6,NA,10
"636",63,"2021-07-23 12:00:00",27,22.6,77,NA,NA,"W",14.8,988.2,1013.1,"2.0/6h",8,0.6,NA,10
"626",62,"2021-07-23 15:00:00",30,21.6,61,NA,NA,"W",18.5,986.3,1011,NA,6,0.6,NA,10
"6110",61,"2021-07-23 18:00:00",29.4,22.4,66,30.5,NA,"W",11.1,985.8,1010.8,"2.0/12h",6,0.6,NA,10
"606",60,"2021-07-23 21:00:00",27,23.3,80,NA,NA,"W",7.4,987.4,1012.6,NA,7,0.6,NA,10
"596",59,"2021-07-24 00:00:00",26,23.1,84,NA,NA,"W",7.4,987.1,1012.2,"0.0/6h",7,0.6,NA,10
"586",58,"2021-07-24 03:00:00",25.4,23.4,89,NA,NA,"W",7.4,986.7,1011.7,NA,7,0.6,NA,10
"576",57,"2021-07-24 06:00:00",25.9,22.9,84,NA,25.4,"W",7.4,987.9,1012.9,"2.0/24h",7,0.6,6,10
"566",56,"2021-07-24 09:00:00",28,23.1,75,NA,NA,"NNW",14.8,986.6,1013.9,NA,6,0.6,NA,10
"556",55,"2021-07-24 12:00:00",30.5,22.9,64,NA,NA,"W",22.2,986.4,1011.3,"0.0/6h",6,0.6,NA,10
"546",54,"2021-07-24 15:00:00",31.5,22.1,57,NA,NA,"W",18.5,985.4,1010.2,NA,7,0.6,NA,10
"536",53,"2021-07-24 18:00:00",30.8,22.1,60,31.8,NA,"SW",11.1,985.2,1009.9,"0.0/12h",7,1,NA,10
"526",52,"2021-07-24 21:00:00",29.6,23,68,NA,NA,"WNW",3.7,986.9,1011.7,NA,5,2.5,NA,10
"5110",51,"2021-07-25 00:00:00",28.4,23.6,75,NA,NA,"W",5.6,986.3,1011,"0.0/6h",6,2.5,NA,10
"506",50,"2021-07-25 03:00:00",27.4,23.3,78,NA,NA,"W",7.4,NA,1009.7,NA,6,2.5,NA,10
"496",49,"2021-07-25 06:00:00",26.6,23.2,82,NA,26,"W",14.8,986.3,1011.1,"0.0/24h",6,2.5,2.7,10
"486",48,"2021-07-25 09:00:00",29.4,23.1,69,NA,NA,"W",18.5,987.3,1012.1,NA,7,1,NA,10
"476",47,"2021-07-25 12:00:00",33,22.2,53,NA,NA,"W",22.2,985.9,1010.5,"0.0/6h",7,1,NA,10
"466",46,"2021-07-25 15:00:00",34,21.2,47,NA,NA,"WNW",18.5,983.6,1008.1,NA,7,0.6,NA,15
"456",45,"2021-07-25 18:00:00",33.2,21.6,51,34.5,NA,"W",18.5,983.4,1008,"0.0/12h",7,0.6,NA,12
"446",44,"2021-07-25 21:00:00",31.6,23.7,63,NA,NA,"W",11.1,985.3,1009.9,NA,6,2.5,NA,10
"436",43,"2021-07-26 00:00:00",30,23.6,69,NA,NA,"SW",11.1,985,1009.5,"0.0/6h",7,2.5,NA,10
"426",42,"2021-07-26 03:00:00",29,22.3,67,NA,NA,"SW",18.5,984,NA,NA,7,2.5,NA,10
"4110",41,"2021-07-26 06:00:00",28,23.1,75,NA,27.5,"SW",18.5,984.9,1009.5,"0.0/24h",7,2.5,9.4,10
"406",40,"2021-07-26 09:00:00",29,23,70,NA,NA,"WNW",25.9,985.6,1010.2,NA,7,1,NA,12
"396",39,"2021-07-26 12:00:00",32,23.2,60,NA,NA,"WNW",25.9,985,1009.6,"0.0/6h",7,0.6,NA,15
"386",38,"2021-07-26 15:00:00",30.5,22.3,62,NA,NA,"W",18.5,983.1,1007.8,NA,7,0.6,NA,10
"376",37,"2021-07-26 18:00:00",30.7,21.7,59,33.3,NA,"W",18.5,981.2,1005.9,"0.0/12h",7,2.5,NA,10
"366",36,"2021-07-26 21:00:00",29,20.4,60,NA,NA,"WSW",11.1,983.6,1008.3,NA,7,0.6,NA,10
"356",35,"2021-07-27 00:00:00",22.6,21.1,91,NA,NA,"SW",18.5,984.8,1009.7,"19.0/6h",8,0.6,NA,8
"346",34,"2021-07-27 03:00:00",23.6,22.7,95,NA,NA,"NW",22.2,984.2,1009.1,NA,8,0.6,NA,10
"336",33,"2021-07-27 06:00:00",22.8,21.3,91,NA,22,"W",14.8,984.5,1009.4,"22.0/24h",8,0.6,4.6,10
"326",32,"2021-07-27 09:00:00",22.8,22.2,96,NA,NA,"CAL",0,988.3,1013.5,NA,8,0.6,NA,10
"3110",31,"2021-07-27 12:00:00",25.6,22.4,82,NA,NA,"W",7.4,986.6,1011.9,"4.0/6h",7,0.6,NA,10
"306",30,"2021-07-27 15:00:00",28.6,21.6,66,NA,NA,"WNW",14.8,984.5,1009.5,NA,7,0.6,NA,10
"296",29,"2021-07-27 18:00:00",28.2,21.4,67,29,NA,"WNW",7.4,983.6,1008.6,"4.0/12h",7,0.6,NA,10
"286",28,"2021-07-27 21:00:00",25.8,23.2,86,NA,NA,"W",11.1,985.8,1011,NA,7,2.5,NA,10
"276",27,"2021-07-28 00:00:00",25,23.3,90,NA,NA,"W",11.1,986.6,1011.8,"0.0/6h",7,2.5,NA,10
"266",26,"2021-07-28 03:00:00",25,23.3,90,NA,NA,"W",7.4,985.1,1010.1,NA,7,2.5,NA,10
"258",25,"2021-07-28 06:00:00",24.7,23.1,91,NA,24.7,"W",7.4,986.1,1011.2,"4.0/24h",7,0.6,2.2,10
"2413",24,"2021-07-28 09:00:00",27,22.6,77,NA,NA,"W",7.4,987.4,1012.4,NA,7,0.6,NA,10
"2318",23,"2021-07-28 12:00:00",30.6,21.8,59,NA,NA,"SW",11.1,986.8,1011.6,"0.0/6h",6,0.6,NA,10
"2220",22,"2021-07-28 15:00:00",31.5,22.1,57,NA,NA,"S",11.1,984.7,1009.5,NA,7,1,NA,10
"2120",21,"2021-07-28 21:00:00",29.6,23,68,NA,NA,"SSW",7.4,985.7,1010.5,NA,5,2.5,NA,10
"2020",20,"2021-07-29 00:00:00",28.2,23.6,76,NA,NA,"WSW",7.4,986.7,1011.5,"0.0/6h",5,2.5,NA,10
"1920",19,"2021-07-29 03:00:00",26.6,24.2,87,NA,NA,"W",11.1,986.3,1011.1,NA,5,2.5,NA,10
"1820",18,"2021-07-29 06:00:00",26.2,23.9,87,NA,25.6,"WNW",11.1,986.8,1011.6,"0.1/24h",7,0.6,5.7,10
"1720",17,"2021-07-29 09:00:00",27.4,23.1,77,NA,NA,"W",11.1,988.3,1013.2,NA,7,0,NA,15
"1620",16,"2021-07-29 12:00:00",23.4,22.5,95,NA,NA,"E",18.5,989.2,1014.4,"17.0/6h",8,0.6,NA,10
"1520",15,"2021-07-29 15:00:00",24.2,22.4,90,NA,NA,"W",7.4,986.2,1011.3,NA,8,0.6,NA,10
"1420",14,"2021-07-29 18:00:00",26,23.1,84,28,NA,"CAL",0,985.6,1010.6,"23.0/12h",7,0.6,NA,10
"1320",13,"2021-07-30 03:00:00",24.4,23.8,96,NA,NA,"CAL",0,987.3,1012.5,NA,7,2.5,NA,10
"1220",12,"2021-07-30 06:00:00",24.4,23.8,96,NA,23.5,"SW",14.8,986.3,1011.4,"23.0/24h",7,2.5,0,10
"1120",11,"2021-07-30 09:00:00",28,22.7,73,NA,NA,"NW",22.2,987.4,1012.4,NA,7,2.5,NA,10
"1020",10,"2021-07-30 12:00:00",31.4,22.8,60,NA,NA,"WNW",18.5,985.9,1010.7,"0.0/6h",7,0.6,NA,15
"920",9,"2021-07-30 15:00:00",33.2,22,52,NA,NA,"W",14.8,984.4,1009.2,NA,7,0.6,NA,10
"820",8,"2021-07-30 18:00:00",32.5,22.3,55,33.9,NA,"W",14.8,985.2,1010.1,"0.0/12h",7,0.6,NA,10
"720",7,"2021-07-30 21:00:00",26,20.8,73,NA,NA,"WSW",11.1,987.3,1012.3,NA,7,2.5,NA,10
"620",6,"2021-07-31 06:00:00",23.8,21.1,85,NA,23.5,"W",11.1,986.6,1011.5,"0.0/24h",7,0.6,9.7,10
"520",5,"2021-07-31 09:00:00",26.4,21.4,74,NA,NA,"W",7.4,987.9,1013,NA,7,0.6,NA,10
"420",4,"2021-07-31 12:00:00",30.2,21.4,59,NA,NA,"W",7.4,987.5,1012.5,"0.0/6h",7,0.6,NA,10
"320",3,"2021-07-31 15:00:00",33.2,20.6,48,NA,NA,"SSW",11.1,986,1010.8,NA,6,0.6,NA,10
"259",2,"2021-07-31 18:00:00",32,22,56,33.4,NA,"WSW",11.1,986.3,1011.2,"0.0/12h",6,0.6,NA,10
"1127",1,"2021-07-31 21:00:00",28.9,23.3,72,NA,NA,"W",11.1,988.3,1013.3,NA,6,0.6,NA,10
"2372",237,"2021-08-01 00:00:00",27,23.3,80,NA,NA,"W",7.4,988.8,1013.7,"0.0/6h",6,2.5,NA,10
"2362",236,"2021-08-01 03:00:00",26,22.3,80,NA,NA,"W",7.4,988.3,1013.2,NA,6,2.5,NA,10
"2353",235,"2021-08-01 06:00:00",25.4,22.6,85,NA,25.4,"W",7.4,989.2,1014.1,"0.0/24h",5,2.5,9,10
"2343",234,"2021-08-01 09:00:00",29.5,21.4,62,NA,NA,"W",22.2,990.6,1015.5,NA,5,0.6,NA,10
"2334",233,"2021-08-01 12:00:00",33,20.7,48,NA,NA,"WNW",25.9,989.2,1014,"0.0/6h",6,0.6,NA,10
"2324",232,"2021-08-01 15:00:00",33.5,21.5,49,NA,NA,"SW",14.8,987.7,1012.5,NA,7,1,NA,10
"2319",231,"2021-08-01 18:00:00",32.4,21.3,52,34,NA,"SW",14.8,987.7,1012.5,"0.0/12h",7,1,NA,10
"2304",230,"2021-08-01 21:00:00",30.5,21.6,59,NA,NA,"W",14.8,989.8,1014.6,NA,6,2.5,NA,10
"2294",229,"2021-08-02 00:00:00",29,22,66,NA,NA,"WNW",14.8,988.5,1013.2,"0.0/6h",6,2.5,NA,10
"2284",228,"2021-08-02 06:00:00",27,24.2,85,NA,26.2,"WNW",11.1,988.9,1013.6,"0.0/24h",6,0.6,11.6,10
"2274",227,"2021-08-02 09:00:00",30.2,22.1,62,NA,NA,"W",18.5,990,1014.8,NA,7,1,NA,10
"2264",226,"2021-08-02 12:00:00",33,21.5,51,NA,NA,"W",18.5,988.2,1012.9,"0.0/6h",7,1,NA,10
"2254",225,"2021-08-02 15:00:00",34.2,21.1,46,NA,NA,"SW",3.7,985.8,1010.4,NA,7,1,NA,15
"2244",224,"2021-08-02 18:00:00",33.6,21.4,49,34.6,NA,"SW",3.7,985.3,1009.9,"0.0/12h",7,0.6,NA,15
"2235",223,"2021-08-02 21:00:00",31.5,23.4,62,NA,NA,"S",11.1,987.1,1011.9,NA,5,2.5,NA,10
"2225",222,"2021-08-03 00:00:00",30,23.4,68,NA,NA,"SW",14.8,986.8,1011.4,"0.0/6h",5,2.5,NA,10
"22110",221,"2021-08-03 03:00:00",29.2,23.5,71,NA,NA,"W",18.5,985.6,1010.2,NA,7,2.5,NA,10
"2206",220,"2021-08-03 06:00:00",28.5,23.5,74,NA,28,"W",22.2,986.3,1010.9,"0.0/24h",7,2.5,5.2,10
"2196",219,"2021-08-03 09:00:00",30.4,23.3,66,NA,NA,"NW",22.2,986.7,1011.3,NA,7,2.5,NA,10
"2186",218,"2021-08-03 12:00:00",33.6,23.1,54,NA,NA,"N",14.8,986,1010.5,"0.0/6h",7,0.6,NA,10
"2176",217,"2021-08-03 15:00:00",36,22.5,46,NA,NA,"W",7.4,983.9,1008.4,NA,7,0.6,NA,10
"2166",216,"2021-08-03 18:00:00",35.2,22.4,48,36.5,NA,"W",7.4,983,1007.5,"0.0/12h",7,0.6,NA,10
"2156",215,"2021-08-03 21:00:00",29.6,21.4,61,NA,NA,"W",18.5,985.2,1009.9,NA,7,0.6,NA,10
"2146",214,"2021-08-04 00:00:00",27,22,74,NA,NA,"W",7.4,985,1009.6,"0.1/6h",8,0.6,NA,10
"2136",213,"2021-08-04 03:00:00",25.6,22.1,81,NA,NA,"W",11.1,963.4,1007.8,NA,7,2.5,NA,10
"2126",212,"2021-08-04 06:00:00",25.5,21.8,80,NA,25,"W",7.4,985.4,1010,"0.1/24h",6,2.5,5.7,10
"21110",211,"2021-08-04 09:00:00",28.2,22.1,70,NA,NA,"WSW",18.5,987.4,1012.3,NA,6,2.5,NA,10
"2106",210,"2021-08-04 12:00:00",32.2,21.6,54,NA,NA,"W",22.2,987.1,1011.9,"0.0/6h",5,2.5,NA,10
"2096",209,"2021-08-04 15:00:00",34.5,20.6,44,NA,NA,"W",18.5,985.1,1009.8,NA,5,0.6,NA,10
"2086",208,"2021-08-04 18:00:00",34,21.2,47,35.5,NA,"W",14.8,984.5,1009.1,"0.0/12h",6,0.6,NA,10
